ID,Lat,Lon,Hgt_m
CARH,35.888384153000004,-120.430821115,480.2521197
CARK,38.790380731999996,-121.31259913299999,18.3171898
CARR,35.888349801,-120.43083533299999,478.6420063
CAS4,33.759455274000004,-117.91297101200001,-1.2484612
CAS6,33.759432513,-117.912953075,-1.8833687
CASA,37.644636173,-118.896661605,2390.3774035
CASD,32.814306361999996,-117.122442746,104.7453302
CASE,33.455350393,-117.403983563,776.4842937000002
CASJ,33.807305418,-116.97137105799999,442.7880008
CASM,34.017710727,-118.47169141399999,30.189311100000005
CASN,34.415688527,-119.84528856200001,3.4831797999999994
CASR,38.440674421,-122.747006384,11.4599518
CASU,36.958960065,-122.05462140799999,2.4235815
CASZ,36.958959881999995,-122.05460890799999,2.4184035
CAT1,33.445770962,-118.48300531,3.9166949
CAT2,33.311616351,-118.33381541899999,477.2414006
CAT3,33.445761313,-118.483005549,5.1217086
CAT8,37.69377503,-121.447864167,25.9267853
CATC,33.846244386,-118.35571410600001,6.8666686000000015
CATE,33.51417064,-117.17811505799999,290.96199269999994
CATF,35.149187476,-119.45982845,259.8752285
CATL,37.50121974,-120.84445353299999,13.8235416
CAVI,34.511328346,-117.322932329,879.5819806
CAWO,36.40028146,-119.103837291,104.2019883
CAWS,33.070012211999995,-115.735288291,-79.1459291
CAWV,34.159299432,-118.832755041,247.524009
CBAD,33.121318396,-117.31758025799999,-5.3369904
CBHS,34.138561008,-118.629804921,284.6098241
CCCC,35.56531211,-117.67117202200001,813.9796498
CCCO,33.876259755,-118.211197392,-16.9443077
CCCS,33.862742659,-117.86494251399999,31.8221878
CCSF,37.748792615,-122.400455725,-16.4139747
CCST,34.806361903,-119.013464031,1578.0909759
CCWR,36.110167155999996,-115.038719364,494.70099280000005
CDMT,34.829467498,-116.335931198,936.5575808
CERB,35.464565013000005,-114.040940706,936.2011921
CERR,36.536409899,-117.82086220299999,2043.443682
CGDM,34.243992546,-117.964945326,704.6807316000002
CHAB,37.724114881,-122.11930710600001,213.9277669
CHIA,37.838170389,-118.206969475,1982.9094091
CHIL,34.333422511,-118.02599858200001,1567.504808
CHLO,36.746502215,-116.765525735,864.2237888000002
CHMS,34.64046214,-117.82770134399999,760.2956651000002
CHOR,35.332723291,-120.734767011,66.9572673
CHOW,37.084850812,-120.21050820399999,46.6607001
CIC1,31.870677505,-116.665759964,64.338173
CICE,31.871263386,-116.667380306,87.6541624
CIRX,34.109553034,-118.937294833,488.212255
CIT1,34.136708629,-118.127284924,215.3536668
CJMG,34.271194999,-117.424463556,1584.4142735
CJMS,34.313798538,-117.479380075,933.3542554
CJVG,34.530320941999996,-118.144230604,1304.8457627
CLAR,34.109928069,-117.70880941600001,373.6228933
CLBD,33.135385656,-117.310975954,20.5817749
CLV1,36.214605799999994,-115.258187022,703.40996
CLV2,36.31769115,-115.271118071,734.1250692000001
CLV3,36.18197283,-115.349811427,986.0279817
CMBB,38.034176337,-120.386040042,695.7129057
CMNC,38.206345462,-120.99949689399999,53.7850101
CMOD,37.641337217,-120.999976623,28.1163318
CMP9,34.353179207,-118.41142268700001,1138.0602784000002
CMPO,32.686590949,-116.526501306,904.5619855
CMR1,32.967185231,-117.091200681,140.953679
CMRP,32.967185279,-117.09120087,140.9384645
CNDR,37.896405239,-121.27849584299999,-20.7442867
CNPP,33.85763201,-117.608919087,300.3110421
COAG,32.863464098,-115.12334716,3.6525703
COKG,32.850512740999996,-115.728501025,-46.9168486
COLU,38.088779402,-118.05397016799999,1468.3402535
COMA,37.264246388000004,-119.690140165,662.3590152
CON1,38.001688386,-122.05561333200001,-17.3402807
CONW,38.124841059,-119.172326217,2477.7580955
COPR,34.414907125999996,-119.879524928,-22.8403499
CORX,32.415371255,-117.248179796,74.3218411
COSJ,36.06343716,-117.881038855,1176.0231467
COSO,35.9823428,-117.808888508,1455.4408549
COTD,33.732485876999995,-116.386886906,27.7803287
COWT,37.909992374,-118.793123203,2206.1830262
COYA,32.701190949,-114.620703657,32.979991600000005
CPBN,35.071734405,-117.57302294200001,835.8274274
CRAM,37.081249393,-116.81840468799999,1480.1647942
CRAT,36.807667145,-116.569253263,972.518864
CRBT,35.791610955,-120.75075391700001,205.4341319
CRCN,36.113986013,-119.568033605,28.6400845
CRFP,34.039051619,-117.099681385,688.8250178999998
CRGG,35.242090988,-119.724823114,1173.058465
CRHS,33.82350388,-118.27276554,-23.5241957
CRPL,38.734383238,-117.503495824,2248.7561778
CRRS,33.069807669,-115.735040743,-81.9061192
CRU1,34.02925951,-119.784810833,702.1826489
CSCI,34.168402666,-119.03898021299999,70.84949820000001
CSDH,33.861475892,-118.256713061,-9.1753697
CSJB,37.318986619,-121.85985241,19.457819600000004
CSN1,34.253549213,-118.523809804,261.4619935
CSST,34.408090123,-119.371249132,162.48851269999997
CTDM,34.516549224,-118.61321012399999,406.0656784
CTMS,34.124100526999996,-116.37042496299999,966.4796678
CUHS,34.942645355,-119.67394493200001,635.2978582000002
CVHS,34.082011105,-117.90171725799999,119.0842972
DAEX,32.224500442,-115.419209595,399.309368
DAM1,34.333994796,-118.397357412,584.1611329
DAM2,34.334834037,-118.396859404,583.3779149000002
DAM3,34.333991873,-118.397469809,580.0081007
DAPK,35.254271674,-120.771509096,388.8417628
DCAN,35.211520283,-120.845086576,243.4378748
DDMN,37.744182566999996,-118.98118963,2265.4169606
DECH,38.051488761,-119.09060218799999,1947.5789170000005
DEEP,37.342553165,-118.04719738,1640.6927022
DELI,37.432660965,-120.774583405,7.806478999999999
DESC,32.829918229,-116.641796737,957.3179304
DETR,35.916929705,-114.48382067700001,537.9079802
DEVL,36.437646651,-116.279682174,751.713257
DHLG,33.389806031,-115.788028077,-83.04395240000002
DIAB,37.87857542,-121.915628095,990.2603489
DIXN,38.468715233000005,-121.82864248799999,-9.1188183
DLNO,35.749996326,-119.24309531899999,63.9063136
DLUZ,33.430587004,-117.307220205,212.6958206
DMAR,32.927694107,-117.21689755,81.1194462
DNF0,37.710214523000005,-113.058088916,1730.2400316
DNNL,38.330745023,-119.92870747,1921.0013434
DOND,37.264254739,-119.690121476,665.7390094
DONO,36.692496749,-119.017976211,1187.9399877
DREW,36.005849013,-119.95836853,44.0404442
DRYC,38.60676007,-117.32996771299999,1953.7844689
DS13,35.247780169,-116.79146556799999,1044.1995758
DSHS,34.023931703,-118.34854133700001,-2.1031245
DSME,33.036476791,-117.24953392100001,56.12622629999999
DSSC,33.733331083,-116.71208928700001,1660.8689445999996
DTPG,35.267463921,-117.845877968,910.254922
DUBP,37.727623752,-121.85513738899999,202.7211005
DUNF,37.313616591999995,-117.30885050299999,1961.4355034
DVAL,38.763552939,-119.770113154,1729.5590569
DVLE,33.700584336,-117.000683916,532.5099883
DVLS,33.69113602,-117.05362503200001,508.6207615
DVLW,33.657694018,-117.06743437799999,528.0755149
DVNE,33.693535951,-116.99371064600001,508.3599158
DVNW,33.67340339,-117.06611611,509.1242666
DVPB,34.413411846,-117.86012519100001,1430.8559557
DVSE,33.680801386,-116.990391422,508.6170454
DVSW,33.667907485,-117.066051179,509.0710648
DYER,37.742803748,-118.039336059,1511.9254165
DYH2,33.938314299,-118.12746035,10.8375196
DYHS,33.937988906,-118.12598333700001,1.4668188999999998
EAGL,36.191603065,-116.366910211,583.9060327999998
EBBS,38.547646118,-119.815924956,2732.1869472
EBMD,37.815006931999996,-122.28380337700001,-16.026259200000002
ECCO,33.886751222,-118.329022965,-19.3447576
ECFS,33.647683863000005,-117.411694052,801.4171326000002
ECHO,37.915533794,-114.264247345,1684.1025903
EDPP,34.946194049,-118.830408029,379.8084973
ELDO,38.60535866,-121.05822933700001,125.6369576
ELGI,37.354575,-114.52189174200001,1189.0002455
ELKG,38.401845515,-121.35335548399999,-8.704350699999999
ELLY,33.583498096,-118.128786711,-2.8780765
ELSC,34.029732498,-118.208429209,61.17949029999999
ELSG,33.64914131,-117.426021783,811.3405475999998
ELTN,34.703117344,-118.425730391,916.48218
ELTS,34.599291119,-118.453762199,887.0904774
EOCG,34.450846811,-119.76977739,42.4727852
EPAS,37.919669419,-117.880704496,1817.1127819000005
ERRG,33.116445511,-115.82273315200001,-92.4060168
ESC1,33.116150909,-117.112176893,181.8774445
ESCN,33.128851059,-117.11826142700001,176.25505269999996
ESE2,33.674794328000004,-116.99385835700001,512.8164694
ESRW,33.681780366999995,-117.066952486,548.6195902000002
EWLK,38.692701561,-118.63808123700001,1327.7826272
EWPP,34.104197821,-117.525584256,330.4913432
FCTF,34.066590571,-118.44214026200001,148.4551706
FGNW,34.050875063,-118.259395612,273.43608900000004
FGSE,34.050712493,-118.259194135,273.4267463
FGST,34.733009153000005,-120.009380765,904.0759493
FGSW,34.050694076999996,-118.259366659,273.4231488
FHFF,34.514654635999996,-118.609700414,334.4642348000001
FHOG,34.093546337,-116.935868855,1588.6752352
FISH,37.567050458000004,-118.006493367,1621.0147421
FLAT,38.304009995,-118.46310852799999,1895.0978519
FMTP,34.409863078,-118.89413999700001,362.8163287
FMVT,34.356335957,-118.884031079,617.000221
FOXG,34.73391179,-118.240500665,688.8146442999998
FPPB,37.313462896,-120.471208566,29.1622209
FRE1,36.81978071,-119.731652487,80.4209639
FRFD,38.223046913000005,-122.13922015200001,-14.3653951
FSHB,32.944988239000004,-115.799939388,134.94957119999998
FVPK,33.662325188000004,-117.935710281,-11.512976
FXHS,34.080603577,-118.359474064,33.3214347
FZHS,34.800192521,-118.89337720299999,1273.7073710999996
GABB,38.970332541,-117.91639103,1550.2812488
GALE,36.219060911,-114.738990386,598.548443
GARD,36.161082263000004,-114.94120285,571.0000956
GDEC,35.189413866,-119.863677794,566.233208
GEMF,37.745032663,-117.29849962200001,1857.5233491
GEOR,38.222320221,-116.68769894,1805.0538789
GHRP,34.203888467,-117.397891955,628.6169911000002
GILL,38.672882743,-118.508507625,2036.120722
GISA,34.069302279,-117.21827331200001,343.4710171
GLRS,33.274812564,-115.521371366,-48.6562139
GMAG,34.291434336,-116.382566914,866.738151
GMPK,33.051085163,-114.827345274,591.1815027000001
GMRC,34.783997625,-115.660229171,1298.1842789999996
GNPS,34.308556375,-114.189449882,232.3615101
GOAT,36.526663346999996,-114.067840797,1453.1786548
GOL2,35.425155855,-116.889250464,986.6916711
GOLD,35.425155865,-116.889250525,986.6891837000003
GR8R,36.399015135999996,-120.415730888,206.025557
GR8V,36.399008357,-120.415772055,204.2955613
GRDV,38.912483017,-119.692182621,1496.4681647
GRES,33.277590062,-115.52394617,-45.2737973
GRN5,36.340450399999995,-121.25525337200001,50.5912131
GUNL,37.290284600999996,-113.80195989299999,1211.2134993
GVG2,38.811562076,-118.059883105,1367.5054910999995
GVG3,38.867675231999996,-118.229406877,1279.1327000999995
GVG4,38.88120418,-118.39523153100001,1321.1304182
GVG5,38.97577383,-118.256500674,1284.9284025
GVG6,38.945233468000005,-118.167656943,1286.6896314
GVG7,38.817175686,-117.92744414,1514.2451493
GVRS,34.047446957,-118.112894493,154.51749850000004
HAND,38.973823599,-118.34826527700001,1350.0954862
HANN,38.097769173,-116.898140275,1902.3339439
HAPY,36.064149401,-117.20470163600001,400.1904992
HAR7,35.011540255999996,-117.29921294200001,590.3704567999998
HARQ,33.347153851,-113.26936394799999,405.1687981
HARV,34.469401088000005,-120.682066365,14.9174729
HBCO,33.783644577,-118.285791815,-26.8823347
HCMN,34.754773836999995,-116.430074981,568.743607
HELB,36.678842062,-119.02296612299999,1105.3393938
HELL,36.723646851999995,-116.97920218899999,660.0133768999998
HFVV,34.510482433,-117.32590429700001,881.9849887
HIDD,38.840962394,-118.53121308,1535.4869642
HIGH,36.283108125,-116.15282356700001,886.0199332999997
HIKO,37.696811847,-115.17746784,1266.8973787999996
HIMT,35.271294,-120.46181555,771.4954739
HIVI,34.759919703,-117.799453627,930.8500267
HMTG,33.708096599,-117.001503454,577.0266864
HMWD,35.883833742,-117.415117105,1208.3640448
HNA1,33.650327546999996,-117.71630912399999,78.0392651
HNPS,33.705006116,-115.635334856,393.9524589
HNTS,38.503069116999995,-116.83867100799999,2082.4050191
HOGS,35.866714781,-120.47949636799999,762.8356301
HOL3,34.458155068,-117.845126867,1239.4082885
HOLC,34.458185505,-117.845158576,1238.2297126
HOLP,33.924539761,-118.168170719,-6.7202072
HOME,35.047804841,-114.901309833,685.6791755
HOOT,33.105138744,-116.78536316700001,617.2299644
HOTK,37.658588136,-118.82125041,2143.1813382
HSIB,37.592137575,-122.36941526,-23.9725058
HSIS,38.537248106999996,-121.407656121,-11.2813418
HUAL,35.739162642,-114.018866748,945.6626087
HUNT,35.880811353,-120.402382235,449.33844060000007
HURR,37.063871833,-113.574730898,924.4750586
HVYS,34.441230704,-119.18754057,373.950708
HW56,37.67132892,-113.513498253,1653.5321163
HW62,34.064957945,-114.844703241,220.7771793
HW95,37.193406914,-116.945249976,1227.7282872
I40A,34.727324858,-115.911448673,765.2961753
IAGX,29.026559989000006,-113.171878021,152.430774
IBEX,35.848383485999996,-116.367835051,700.9727667000002
ICKY,38.881668256,-117.737307615,1960.5014727
ICOR,37.466332361,-117.298289401,1555.3957667000002
IDOG,33.796797581999996,-116.22151366799999,434.9720033
IDQG,33.767973026,-116.238984035,-1.3314737
IID2,32.706169081999995,-115.031802934,9.7915486
IMIE,31.861860689,-116.61633789999999,-22.2252759
IMPS,34.157563376,-115.145099837,563.2269544
INDE,36.797599359,-118.24688620100001,1390.0172268
INDI,38.650062116,-118.303859819,1915.1571164
INKH,38.735900834,-117.01701074799999,2119.7237448
IRVI,33.69465143,-117.82162575299999,-14.8258994
ISLK,35.662270734,-118.47430058399999,823.3697967
IVAN,35.727124838,-115.41048874,942.2192353
IVCO,32.829382001999996,-115.506789539,-53.4247093
JACK,38.113983148,-118.406288325,1724.2293917999998
JAS1,32.827921391,-116.988085737,97.5344192
JEAN,35.851031426999995,-115.177894445,920.2402707
JLN5,35.873174876,-120.83290341799999,141.0155813
JNHG,34.44906407,-117.95543954700001,1276.1492896
JNPR,37.771743817,-119.084736151,2309.1401943000005
JOHN,36.458814725,-116.09904067,871.710927
JONE,37.152235671999996,-114.20182963,1124.9918027
JPL3,34.201582785999996,-118.174301195,372.7047899
JPL4,34.201582781999996,-118.17430117,372.7087638
JPLF,34.201791116,-118.177846926,360.2191173
JPLM,34.204820075,-118.17322665299999,424.0005145
JPLQ,34.201791096,-118.177846685,360.1984496
JPLT,34.201791092,-118.177846679,360.1990105
JPLV,34.201581997,-118.174298542,372.6803489
JRSC,37.406248063,-122.227397896,144.2614552
KAYO,35.195262286,-113.46092364100001,1424.7849017
KBRC,34.398527524,-119.00819747700001,370.4854393
KDMM,33.635550511,-117.714307679,75.9345436
KEMP,35.611518978,-114.464744189,899.6682139000002
KENN,36.035668405,-118.201340156,2208.2146637
KGMN,35.231050683,-114.00235198899999,1015.6299481
KING,35.197360591,-114.0414778,1129.4999561
KINS,38.960585623,-119.85132423200001,1738.6458128
KMOC,32.825009218000005,-117.162200938,91.3055875
KNOL,37.659117753000004,-118.97917325,2651.7735188
KRAC,37.713310396,-118.88047212200001,2377.7092821999995
KYVW,33.925369311,-116.173394659,1498.2160906
LAN4,34.672378891,-118.12753116299999,718.3600131000002
LAND,35.899790133,-120.47328299,568.5550425
LANT,38.51471864,-119.488910016,1801.5480064
LAPC,34.181921695999996,-118.574650269,207.8132566
LASC,33.927941804,-118.306504796,24.6743482
LAVA,37.02947997,-118.18073904299999,1459.0001549
LAWS,37.393100788000005,-118.292279725,1580.7107589000002
LBC1,33.83206974,-118.137183186,-21.9642485
LBC2,33.791609334,-118.17324272,-28.4673469
LBCH,33.787767848,-118.203337553,-27.5174978
LBNO,32.881212473000005,-117.23754672,115.14740729999998
LBRF,32.886120651999995,-117.230296932,56.451184
LBSE,32.881122453,-117.23750950600001,115.1411617
LBSW,32.881121492,-117.23764904299999,115.1433348
LDES,34.267339428,-116.432802453,978.0727834
LDSW,34.699426768,-116.209142025,640.9283732000001
LEBC,34.825178438,-118.871943954,1091.0800215999998
LEEP,34.134599854,-118.321751165,485.0514242
LEIC,37.77518177,-121.96870441899999,120.84402040000002
LEMA,36.292024378,-119.78238636399999,34.97106220000001
LEVV,34.516279549000004,-117.33189109899999,874.6020261
LEWY,34.258571345,-119.240995654,-4.7147596
LFRS,34.095070173,-118.412825031,146.8936331
LGBH,33.787155231,-118.212801329,-29.2085748
LGWD,33.64059559,-117.76445012,88.6959825
LICE,36.856627978,-116.401267665,1108.2002219
LINC,37.637192661,-119.01728699200001,3056.9400136
LIND,36.359956822,-119.057904774,144.26750149999995
LINJ,34.662021114,-118.139197941,721.3796563
LITT,36.745873091,-116.30823856399999,1056.4789313
LIVM,37.702958113,-121.70207028600001,159.35203169999997
LJRN,34.807523061,-118.86773890299999,1422.4853274
LKHG,33.23600609,-116.75876587200001,823.2935974999998
LL01,34.485457303000004,-117.83495327899999,1005.3240967
LLAS,34.585974653,-117.837929675,812.4803573
LMHG,33.744200368,-117.391284826,464.5271693
LMSG,33.817399691999995,-117.445072272,413.0937444
LNC1,38.846511281,-121.350234929,5.920559
LNC2,38.846508274,-121.350548885,5.8694323
LNMT,35.090201811,-116.939652115,1345.2877256
LODI,38.135839574,-121.277341705,-10.1984419
LOMP,34.690921501,-120.446582115,63.5786906
LONG,34.111899214,-118.003408098,74.24500959999997
LONP,36.552637262,-118.11543140799999,1489.2218527
LOOM,38.834584276,-121.186225417,112.0419921
LORS,34.133326091,-117.75406698299999,448.8798595
LOWS,35.828708779,-120.594283562,428.6660113
LPCG,34.31486355,-117.546363841,1315.2909556
LPHS,34.026768015,-117.956716196,68.5093767
LRA1,37.874560234,-122.243892325,181.5148697
LRA2,37.874955262,-122.24376248799999,190.8834943
LRA3,37.87540372,-122.24366662700001,201.7153402
LRA4,37.87618093,-122.240674461,227.8561271
LRA5,37.878006293,-122.240134501,257.73522290000005
LRA6,37.913241901,-122.28589626700001,122.9350733
LRRG,34.527059419000004,-118.029989685,874.9953508
LUCK,38.423569347,-118.768872253,2448.5280903000007
LUDW,38.987728433,-119.284633823,1526.9122654
LUND,38.007930615999996,-113.47518482,1599.0842705
LUTZ,37.286850158,-121.865222186,95.102178
LVMS,34.733604815,-119.10368273200001,1543.0810920999998
LVWD,36.159456156,-115.19134592200001,631.707999
MALP,34.389778175,-113.122475618,649.915687
MAN3,37.787484179,-121.19469825700001,-12.0081643
MANH,38.503140574,-117.180701648,1903.3217448
MARK,38.676870527,-119.800583658,1827.1915795
MASV,38.893103739000004,-119.12739089700001,1391.3027931
MASW,35.83259655,-120.44305857799999,713.7441989
MAT2,33.856760357,-117.436698285,398.3156784
MATH,33.856685023000004,-117.436812851,396.9154505
MCCM,38.144786481,-122.88018932799999,-3.7514728
MEAD,36.085528935999996,-114.082892863,573.3590515999998
MEE1,36.186903465,-120.758601932,788.8137588999998
MEE2,36.180523621999995,-120.766845678,681.4663864
MERC,36.632512119,-115.979015784,1256.8770523
MESQ,35.693904093,-115.703746936,1114.9651982
MEXI,32.632991501999996,-115.475703424,-22.3385554
MHCB,37.341532474,-121.642578326,1261.7648889
MHDL,37.842321946,-122.49433335200001,65.88930690000001
MHMS,33.939054747,-118.24413219600001,-2.4610051
MICH,38.52179902,-118.911474186,1721.2206258
MIDA,35.921911989,-120.45882946799999,570.697585
MIG1,34.038258512,-120.35139083899999,130.9241855
MILF,38.306853578,-113.15533766899999,1659.282961
MILK,34.136832149,-118.12625782,243.2853109
MILP,37.449040744,-121.834081967,336.26763210000007
MILR,38.119891814,-117.44186394799999,1487.2605739
MINA,38.419615316999995,-118.15513555700001,1497.951948
MINN,37.95401705,-121.722400159,-3.5247508
